,Company,Bar_name,Review_update,Review_date,Cocoa_percentage,Company_location,Quality,Bean_type,Beans_location,Quality(round)
1099,Meadowlands,Dominican Republic,1291,2014,70.0,U.S.A.,3.5,,Dominican Republic,3
1100,Menakao (aka Cinagra),Madagascar,837,2012,80.0,Madagascar,2.5,Trinitario,Madagascar,2
1101,Menakao (aka Cinagra),Madagascar,841,2012,72.0,Madagascar,2.5,Trinitario,Madagascar,2
1102,Mesocacao,El Salvador,1494,2015,80.0,Honduras,2.75,,El Salvador,2
1103,Mesocacao,El Salvador,1494,2015,70.0,Honduras,3.0,,El Salvador,5
1104,Mesocacao,Honduras,1347,2014,80.0,Honduras,3.25,,Honduras,3
1105,Mesocacao,Honduras,1347,2014,70.0,Honduras,3.5,,Honduras,3
1106,Mesocacao,"La Tronca, Matagalpa",1351,2014,70.0,Honduras,3.25,,Nicaragua,3
1107,Mesocacao,"La Tronca, Matagalpa",1351,2014,80.0,Honduras,3.5,,Nicaragua,3
1108,Metiisto,"Fazenda Sempre Firme P., Bahia",1267,2014,70.0,Sweden,3.0,,Brazil,5
1109,Metiisto,Akesson Estate,1267,2014,72.0,Sweden,3.5,Trinitario,Madagascar,3
1110,Metropolitan,South America,1688,2015,70.0,Amsterdam,3.5,Trinitario,South America,3
1111,Michel Cluizel,"Chiapas, Mokaya P.",963,2012,66.0,France,3.75,,Mexico,3
1112,Michel Cluizel,"Carenero Superior, Concepcion",117,2007,66.0,France,3.5,Trinitario,Venezuela,3
1113,Michel Cluizel,Vila Gracinda,135,2007,67.0,France,3.5,Forastero,Sao Tome,3
1114,Michel Cluizel,Carre Amer,24,2006,60.0,France,2.0,, ,5
1115,Michel Cluizel,Carre Grand Noir,24,2006,85.0,France,2.0,, ,5
1116,Michel Cluizel,Tamarina,24,2006,70.0,France,3.0,Forastero,Sao Tome,5
1117,Michel Cluizel,Los Ancones P.,24,2006,67.0,France,4.0,,Dominican Republic,5
1118,Michel Cluizel,Mangaro P.,24,2006,65.0,France,4.0,Trinitario,Madagascar,5
1119,Michel Cluizel,Maralumi P.,24,2006,64.0,France,4.0,,Papua New Guinea,5
1120,Michel Cluizel,Noir Infini,81,2006,99.0,France,2.0,, ,5
1121,Middlebury,Maya Mountain,1490,2015,80.0,U.S.A.,3.5,Trinitario,Belize,3
1122,Middlebury,San Juan Estate,1490,2015,70.0,U.S.A.,3.5,Trinitario,Trinidad,3
1123,Middlebury,Oko Caribe,1490,2015,75.0,U.S.A.,3.75,,Dominican Republic,3
1124,Middlebury,"Patanemo, Epoch, Donaldo",1490,2015,75.0,U.S.A.,3.75,,Venezuela,3
1125,Middlebury,Kokoa Kamili,1538,2015,75.0,U.S.A.,3.25,,Tanzania,3
1126,Middlebury,"Matagalpa, Cacao Bisiesto",1538,2015,70.0,U.S.A.,3.5,,Nicaragua,3
1127,Middlebury,La Red,1117,2013,75.0,U.S.A.,2.5,,Dominican Republic,2
1128,Middlebury,Belize,1117,2013,80.0,U.S.A.,3.25,Trinitario,Belize,3
1129,Middlebury,Houseblend,887,2012,65.0,U.S.A.,1.5,, ,1
1130,Middlebury,Alto Beni,887,2012,75.0,U.S.A.,2.0,Criollo,Bolivia,5
1131,Middlebury,"Balinese, Java",887,2012,70.0,U.S.A.,2.5,Criollo,Indonesia,2
1132,Millcreek Cacao Roasters,Ecuador,1073,2013,70.0,U.S.A.,2.5,Forastero (Nacional),Ecuador,2
1133,Millcreek Cacao Roasters,Ecuador,825,2012,70.0,U.S.A.,3.5,,Ecuador,3
1134,Mindo,Ecuador,607,2010,67.0,U.S.A.,2.75,,Ecuador,2
1135,Mindo,Ecuador,607,2010,77.0,U.S.A.,2.75,,Ecuador,2
1136,Minimal,"Acul-du-Nord, 2015",1920,2016,70.0,Japan,3.5,"Criollo, Trinitario",Haiti,3
1137,Mission,"Fazenda Camboa, Bahia",1880,2016,75.0,Brazil,3.75,,Brazil,3
1138,Mission,"Bahia, Fazenda Venturosa",1626,2015,70.0,Brazil,3.5,Forastero (Parazinho),Brazil,3
1139,Mita,Tumaco,955,2012,65.0,Colombia,2.5,,Colombia,2
1140,Moho,"Toledo District, w/ nibs",1026,2013,73.0,U.S.A.,3.25,Trinitario,Belize,3
1141,Moho,Toledo District,1030,2013,72.0,U.S.A.,3.0,Trinitario,Belize,5
1142,Moho,"Umoho R., Toledo District, San Felipe",607,2010,67.0,U.S.A.,2.75,Trinitario,Belize,2
1143,Molucca,La Red,1614,2015,70.0,U.S.A.,3.0,,Domincan Republic,5
1144,Molucca,Indonesia,1618,2015,70.0,U.S.A.,2.75,,Indonesia,2
1145,Molucca,Peru,1618,2015,70.0,U.S.A.,3.25,,Peru,3
1146,Momotombo,Matagalpa,661,2011,70.0,Nicaragua,2.75,,Nicaragua,2
1147,Momotombo,Mombacho,661,2011,70.0,Nicaragua,2.75,,Nicaragua,2
1148,Momotombo,Oscuro,772,2011,70.0,Nicaragua,3.25,,Nicaragua,3
1149,Monarque,Oko Caribe,1812,2016,72.0,Canada,3.5,,Dominican Republic,3
1150,Monsieur Truffe,Papaua New Guinea,1391,2014,70.0,Australia,3.25,,Papua New Guinea,3
1151,Montecristi,Manabi,1654,2015,70.0,Ecuador,3.25,,Ecuador,3
1152,Montecristi,Manabi,1654,2015,63.0,Ecuador,3.5,,Ecuador,3
1153,Montecristi,Manabi,1658,2015,85.0,Ecuador,3.5,,Ecuador,3
1154,Muchomas (Mesocacao),Nicaragua,1462,2015,70.0,U.S.A.,3.5,,Nicaragua,3
1155,Muchomas (Mesocacao),Nicaragua,1462,2015,80.0,U.S.A.,3.5,,Nicaragua,3
1156,Mutari,"Kokoa Kamili, batch 1 SRB",1896,2016,68.0,U.S.A.,2.75,,Tanzania,2
1157,Mutari,"Oko Caribe, batch 1 SRB",1896,2016,71.0,U.S.A.,2.75,,Domincan Republic,2
1158,Mutari,"Ambanja, batch 1 SRB",1900,2016,68.0,U.S.A.,2.75,,Madagascar,2
1159,Mutari,"Tien Giang, batch 1 SRB",1900,2016,80.0,U.S.A.,3.0,Trinitario,Vietnam,5
1160,Nahua,"Costa Rica, Oscuro",1049,2013,58.0,Costa Rica,2.5,,Costa Rica,2
1161,Nahua,"Costa Rica, Oscuro",1049,2013,70.0,Costa Rica,3.0,,Costa Rica,5
1162,Naive,Trinidad & Tobago,1046,2013,70.0,Lithuania,3.75,,"Trinidad, Tobago",3
1163,Naive,"Maranon Canyon, Fortunato No. 4",1133,2013,78.0,Lithuania,3.75,Forastero (Nacional),Peru,3
1164,Naive,Grenada,867,2012,71.0,Lithuania,2.5,Trinitario,Grenada,2
1165,Na�ve,Nicaragua,1379,2014,70.0,Lithuania,3.25,Criollo,Nicaragua,3
1166,Na�ve,Chuao,1399,2014,75.0,Lithuania,2.75,Trinitario,Venezuela,2
1167,Na�ve,Barinas,1399,2014,70.0,Lithuania,3.0,,Venezuela,5
1168,Nanea,Criollo Blend,1007,2013,85.0,U.S.A.,3.5,,Hawaii,3
1169,Nathan Miller,Peru,1403,2014,72.0,U.S.A.,2.25,,Peru,2
1170,Nathan Miller,Hispaniola,1403,2014,70.0,U.S.A.,2.5,,Dominican Republic,2
1171,Nathan Miller,Madagascar,1403,2014,73.5,U.S.A.,2.5,Trinitario,Madagascar,2
1172,Nathan Miller,Ghana,1403,2014,70.0,U.S.A.,3.5,Forastero,Ghana,3
1173,Neuhaus (Callebaut),Papua New Guinea,531,2010,70.0,Belgium,2.5,Criollo,Papua New Guinea,2
1174,Neuhaus (Callebaut),Manickchand Estate,230,2008,67.0,Belgium,3.75,Trinitario,Trinidad,3
1175,Neuhaus (Callebaut),Dark,135,2007,73.0,Belgium,1.0,, ,1
1176,Neuhaus (Callebaut),West Africa,15,2006,73.0,Belgium,2.0,Forastero,West Africa,5
1177,Neuhaus (Callebaut),Sao Tome,15,2006,75.0,Belgium,2.75,Forastero,Sao Tome,2
1178,Neuhaus (Callebaut),Ocumare,24,2006,71.0,Belgium,3.0,Criollo,Venezuela,5
1179,Nibble,Patanemo,1526,2015,72.0,U.S.A.,2.25,Criollo,Venezuela,2
1180,Nibble,Elvesia P.,1526,2015,72.0,U.S.A.,2.75,Trinitario,Dominican Republic,2
1181,Nibble,"Ambanja, Sambirano Valley",1526,2015,72.0,U.S.A.,3.0,Trinitario,Madagascar,5
1182,Nibble,Tumbes,1526,2015,72.0,U.S.A.,3.0,Criollo,Peru,5
1183,Night Owl,Peru,1022,2013,75.0,U.S.A.,2.75,,Peru,2
1184,Night Owl,Ecuador,1022,2013,75.0,U.S.A.,3.5,,Ecuador,3
1185,Noble Bean aka Jerjobo,Ghana,1295,2014,75.0,U.S.A.,3.0,Forastero,Ghana,5
1186,Noble Bean aka Jerjobo,Moho Valley,1299,2014,75.0,U.S.A.,3.0,Trinitario,Belize,5
1187,Noble Bean aka Jerjobo,Maranon Canyon,1299,2014,75.0,U.S.A.,3.25,Forastero (Nacional),Peru,3
1188,Noir d' Ebine,Venezuela,837,2012,70.0,U.S.A.,3.0,,Venezuela,5
1189,Noir d' Ebine,Ecuador,841,2012,70.0,U.S.A.,3.0,,Ecuador,5
1190,Nova Monda,"La Patriota, cacao Indio, purple label",931,2012,70.0,Nicaragua,3.0,,Nicaragua,5
1191,Nova Monda,"La Dalia, Matagalpa,cacao Bisesto,green label",935,2012,75.0,Niacragua,2.75,,Nicaragua,2
1192,Nova Monda,"Punta Galera, cacao Nacional, gold label",935,2012,80.0,Nicaragua,3.25,Forastero (Nacional),Ecuador,3
1193,Nuance,"Ghana, 2013",1454,2015,70.0,U.S.A.,3.75,Forastero,Ghana,3
1194,Nuance,"Ecuador, 2013",1458,2015,70.0,U.S.A.,2.75,Trinitario,Ecuador,2
1195,Nuance,"Canoabo, 2013",1458,2015,70.0,U.S.A.,3.0,Criollo,Venezuela,5
1196,Nuance,"Sambirano Valley, 2012",1458,2015,70.0,U.S.A.,3.5,Trinitario,Madagascar,3
1197,Nuance,La Red,1470,2015,70.0,U.S.A.,3.75,,Dominican Republic,3
1198,Nugali,Fazenda Leolinda,1876,2016,70.0,Brazil,3.5,Trinitario (Scavina),Brazil,3
1199,Oakland Chocolate Co.,Jamaica,478,2010,70.0,U.S.A.,2.5,Trinitario,Jamaica,2
1200,Obolo,Pangoa,1638,2015,70.0,Chile,3.75,Criollo,Peru,3
1201,Obolo,"Pangoa, w/ nibs",1638,2015,70.0,Chile,3.75,Criollo,Peru,3
1202,Ocelot,Virunga,1558,2015,70.0,Scotland,3.75,Forastero,Congo,3
1203,Ocelot,Piura,1558,2015,75.0,Scotland,4.0,Criollo,Peru,5
1204,Ocho,Sang Yum Coop,1760,2016,100.0,New Zealand,2.75,,Samoa,2
1205,Ocho,Sang Yum Coop,1760,2016,70.0,New Zealand,3.5,,Samoa,3
1206,Ocho,"PNG, Devotion",1411,2014,66.0,New Zealand,2.75,,Papua New Guinea,2
1207,Ocho,"PNG, Revolution",1411,2014,70.0,New Zealand,3.0,,Papua New Guinea,5
1208,Ocho,"PNG, Voodoo",1411,2014,88.0,New Zealand,3.25,,Papua New Guinea,3
1209,Ocho,"PNG, Nib Bar",1411,2014,74.0,New Zealand,3.5,,Papua New Guinea,3
1210,Ohiyo,"San Juan Estate, Gran Couva",1594,2015,70.0,U.S.A.,2.75,Trinitario,Trinidad,2
1211,Ohiyo,Tanzania,1598,2015,70.0,U.S.A.,3.0,,Tanzania,5
1212,Oialla by Bojessen (Malmo),"Sylvestre, Oialla",761,2011,70.0,Germany,3.5,Criollo,Bolivia,3
1213,Olive and Sinclair,Dominican Republic prototype,486,2010,72.0,U.S.A.,3.0,,Dominican Republic,5
1214,Olive and Sinclair,Ghana prototype,486,2010,72.0,U.S.A.,3.0,Forastero,Ghana,5
1215,Olive and Sinclair,Dark 67,457,2009,67.0,U.S.A.,2.75,,"Ghana, Domin. Rep",2
1216,Olive and Sinclair,Dark 75,457,2009,75.0,U.S.A.,3.0,,"Ghana, Domin. Rep",5
1217,Olivia,Carribean-Raw,688,2011,76.0,Canada,2.0,,Carribean,5
1218,Olivia,Carribean,688,2011,76.0,Canada,2.75,,Carribean,2
1219,Olivia,Carribean,688,2011,85.0,Canada,2.75,,Carribean,2
1220,Olivia,Carribean-Raw,688,2011,85.0,Canada,3.0,,Carribean,5
1221,Omanhene,Ghana,693,2011,80.0,Ghana,2.75,Forastero,Ghana,2
1222,Omnom,"Kakao Kamili, Kilombero Valley",1816,2016,70.0,Iceland,3.75,Trinitario,Tanzania,3
1223,Omnom,Papua New Guinea,1247,2014,70.0,Iceland,3.0,,Papua New Guinea,5
1224,Omnom,Madagascar,1247,2014,66.0,Iceland,3.5,Trinitario,Madagascar,3
1225,organicfair,Maya Mountain,1161,2013,74.0,Canada,2.75,Trinitario,Belize,2
1226,organicfair,La Red,1165,2013,72.0,Canada,2.75,,Dominican Republic,2
1227,organicfair,Nicaraqua,1165,2013,72.0,Canada,2.75,Trinitario,Nicaragua,2
1228,organicfair,Caribe,1165,2013,72.0,Canada,3.0,,Dominican Republic,5
1229,organicfair,Mindo,1165,2013,72.0,Canada,3.0,Trinitario,Ecuador,5
1230,Original Beans (Felchlin),Papua Kerafat,1438,2014,68.0,Switzerland,2.75,,Papua New Guinea,2
1231,Original Beans (Felchlin),"Grand Cru Blend No.1, 5 yr. Anniversary Ed",1442,2014,80.0,Switzerland,3.25,Blend, ,3
1232,Original Beans (Felchlin),"Alto Beni, Wild Harvest, Itenez R. 24hr c.",733,2011,66.0,Switzerland,3.75,,Bolivia,3
1233,Original Beans (Felchlin),"D.R. Congo, Cru Virunga",331,2009,70.0,Switzerland,3.0,Forastero,Congo,5
1234,Original Beans (Felchlin),"Piura, Apotequil, ""Porcelana"" 72hr c.",341,2009,75.0,Switzerland,3.0,Criollo,Peru,5
1235,Original Beans (Felchlin),"Alto Beni, Wild Harvest, Itenez R., 60hr c.",341,2009,68.0,Switzerland,3.25,,Bolivia,3
1236,Original Hawaiin Chocolate Factory,"Hawai'i, Kona Grand Cru E.",316,2009,60.0,U.S.A.,3.0,Criollo,Hawaii,5
1237,Original Hawaiin Chocolate Factory,"Hawai'i, Kona Estate Grown",24,2006,60.0,U.S.A.,3.0,,Hawaii,5
1238,Orquidea,Peru,859,2012,65.0,Peru,3.0,,Peru,5
1239,Orquidea,Peru,859,2012,72.0,Peru,3.0,,Peru,5
1240,Pacari,"Sierra Nevada, Tutu Iku",1848,2016,70.0,Ecuador,4.0,,Colombia,5
1241,Pacari,Garaua,1415,2014,70.0,Ecuador,3.25,,Ecuador,3
1242,Pacari,Cumbia,1415,2014,70.0,Ecuador,3.5,,Ecuador,3
1243,Pacari,Montubia,1415,2014,70.0,Ecuador,3.75,,Ecuador,3
1244,Pacari,Tangara,1415,2014,70.0,Ecuador,4.0,,Ecuador,5
1245,Pacari,"Ecuador, raw",817,2012,85.0,Ecuador,2.75,,Ecuador,2
1246,Pacari,Piura,863,2012,70.0,Ecuador,4.0,,Peru,5
1247,Pacari,Nube- prototype,721,2011,70.0,Ecuador,3.5,,Ecuador,3
1248,Pacari,Esmeraldas,224,2008,60.0,Ecuador,2.5,Forastero (Arriba),Ecuador,2
1249,Pacari,Manabi,224,2008,65.0,Ecuador,2.75,Forastero (Arriba),Ecuador,2
1250,Pacari,Los Rios,224,2008,72.0,Ecuador,3.0,Forastero (Arriba),Ecuador,5
1251,Pacari,Raw,266,2008,100.0,Ecuador,2.0,Forastero (Arriba),Ecuador,5
1252,Pacari,Raw,266,2008,70.0,Ecuador,3.5,Forastero (Arriba),Ecuador,3
1253,Palette de Bine,Lachua,1720,2016,70.0,Canada,2.75,,Guatemala,2
1254,Palette de Bine,Maya Mtn,1720,2016,72.0,Canada,3.0,Trinitario,Belize,5
1255,Palette de Bine,"Silvestre, La Paz, Beni",1570,2015,70.0,Canada,3.25,,Bolivia,3
1256,Palette de Bine,"San Juan Estate, Gran Couva",1570,2015,70.0,Canada,3.25,Trinitario,Trinidad,3
1257,Palette de Bine,Kokoa Kamili,1574,2015,72.0,Canada,3.5,,Tanzania,3
1258,Palette de Bine,Lam Dong,1574,2015,72.0,Canada,3.75,Trinitario,Vietnam,3
1259,Palette de Bine,"Alto Beni, Palos Blancos",1239,2014,72.0,Canada,2.75,,Bolivia,2
1260,Palette de Bine,Sambirano,1239,2014,78.0,Canada,3.75,Trinitario,Madagascar,3
1261,Palette de Bine,"Camino Verde P., Balao, Guayas",1303,2014,75.0,Canada,2.75,,Ecuador,2
1262,Palette de Bine,Duo- Gran Couva & Camino Verde,1399,2014,75.0,Canada,3.5,Blend,"Trinidad, Ecuador",3
1263,Palette de Bine,Gran Couva,1399,2014,70.0,Canada,3.75,Trinitario,Trinidad,3
1264,Pangea,Matasawalevu,1860,2016,76.0,Spain,3.0,,Fiji,5
1265,Park 75,South America,1363,2014,65.0,U.S.A.,3.5,,South America,3
1266,Parliament,Kilombero Valley,1856,2016,70.0,U.S.A.,3.25,,Tanzania,3
1267,Parliament,"Lachua, Q'egchi families",1542,2015,70.0,U.S.A.,3.5,,Guatemala,3
1268,Parliament,Alto Beni,1251,2014,70.0,U.S.A.,3.0,,Bolivia,5
1269,Parliament,Oko Caribe,1255,2014,70.0,U.S.A.,3.5,,Dominican Republic,3
1270,Pascha,Peru,1137,2013,55.0,Peru,2.5,,Peru,2
1271,Pascha,Peru,1137,2013,70.0,Peru,2.75,,Peru,2
1272,Patric,Signature Blend,636,2011,70.0,U.S.A.,3.75,Blend, ,3
1273,Patric,Madagascar,331,2009,75.0,U.S.A.,4.0,Trinitario,Madagascar,5
1274,Patric,Madagascar,439,2009,67.0,U.S.A.,3.5,Trinitario,Madagascar,3
1275,Patric,"Rio Caribe, Paria Penninsula",439,2009,70.0,U.S.A.,3.5,Trinitario,Venezuela,3
1276,Patric,Madagascar,196,2007,70.0,U.S.A.,4.0,Trinitario,Madagascar,5
1277,Patric,"Piura, Choc. Garage Exclusive",1034,2013,67.0,U.S.A.,4.0,,Peru,5
1278,Paul Young,"Madagascar, w/ shell",1271,2014,73.0,U.K.,2.25,Trinitario,Madagascar,2
1279,Paul Young,"Madagascar, w/ shell",1271,2014,64.0,U.K.,2.75,Trinitario,Madagascar,2
1280,Peppalo,Dominican Republic,1454,2015,82.0,U.S.A.,3.0,,Dominican Republic,5
1281,Pierre Marcolini,"Haut Penja, w/ nibs",1658,2015,70.0,Belgium,3.25,Forastero,Cameroon,3
1282,Pierre Marcolini,Chuao,478,2010,75.0,Belgium,3.0,Criollo,Venezuela,5
1283,Pierre Marcolini,Trinite,478,2010,75.0,Belgium,3.25,Trinitario,Trinidad,3
1284,Pierre Marcolini,"Baracoa, Cuba",516,2010,78.0,Belgium,3.75,"Criollo, Forastero",Cuba,3
1285,Pierre Marcolini,"Peru, Las Pampas P.",531,2010,85.0,Belgium,3.0,Criollo,Peru,5
1286,Pierre Marcolini,"Bahia Brazil, Fazenda Sao Pedro",414,2009,72.0,Belgium,3.0,Forastero,Brazil,5
1287,Pierre Marcolini,"Porcelana, Tabasco, Finca La Joya",445,2009,72.0,Belgium,3.0,Criollo,Mexico,5
1288,Pierre Marcolini,Cabosse,111,2007,70.0,Belgium,4.0,Blend,"Venezuela, Java",5
1289,Pierre Marcolini,"Los Rios, Puerto Romero, Equateur",129,2007,72.0,Belgium,3.75,Forastero (Nacional),Ecuador,3
1290,Pierre Marcolini,"Sambirano, Ambanja, Madagascar",141,2007,72.0,Belgium,4.0,Trinitario,Madagascar,5
1291,Pierre Marcolini,Fleur de Cacao,166,2007,85.0,Belgium,3.5,Blend,Venezuela/ Ghana,3
1292,Pierre Marcolini,"Porcelana, Tabasco, Limited Ed.",81,2006,72.0,Belgium,4.0,Criollo,Mexico,5
1293,Pierre Marcolini,"Kendem Lembu, Java",93,2006,72.0,Belgium,3.0,Criollo,Indonesia,5
1294,Pierre Marcolini,"Ocumare, Puerto Cabello, Venezuela",93,2006,72.0,Belgium,4.0,Criollo,Venezuela,5
1295,Pinellas,Wampusirpi Region,1772,2016,80.0,U.S.A.,2.5,,Honduras,2
1296,Pitch Dark,Tenor,1506,2015,62.0,U.S.A.,2.5,,Nicaragua,2
1297,Pitch Dark,Johe,1506,2015,80.0,U.S.A.,2.75,,Nicaragua,2
1298,Pitch Dark,Chuno,1510,2015,80.0,U.S.A.,2.75,"Criollo, Trinitario",Nicaragua,2
1299,Pitch Dark,Nicalizo,1510,2015,80.0,U.S.A.,2.75,Trinitario,Nicaragua,2
1300,Pitch Dark,Rugoso,1510,2015,80.0,U.S.A.,3.25,,Nicaragua,3
1301,Pitch Dark,Akesson Estate,1311,2014,73.0,U.S.A.,3.25,Trinitario,Madagascar,3
1302,Pitch Dark,Namau Village,1315,2014,73.0,U.S.A.,2.5,Trinitario,Fiji,2
1303,Pitch Dark,"Camino Verde P., Balao, Guayas, ""Fruity""",1319,2014,73.0,U.S.A.,3.25,,Ecuador,3
1304,Pitch Dark,"Camino Verde P., Balao, Guayas, ""Floral""",1319,2014,73.0,U.S.A.,3.5,,Ecuador,3
1305,Pomm (aka Dead Dog),"La Red, 2011",829,2012,76.0,U.S.A.,2.5,,Dominican Republic,2
1306,Pomm (aka Dead Dog),Peru,829,2012,82.0,U.S.A.,2.75,Criollo,Peru,2
1307,Potomac,"Oko Caribe, Duarte Province, 2016 H.",1820,2016,70.0,U.S.A.,3.75,,Domincan Republic,3
1308,Potomac,"Cuyagua, 2013",1387,2014,70.0,U.S.A.,3.75,,Venezuela,3
1309,Potomac,Upala w/ nibs,647,2011,70.0,U.S.A.,3.5,Matina,Costa Rica,3
1310,Potomac,"Upala, Batch 18",654,2011,70.0,U.S.A.,3.0,Matina,Costa Rica,5
1311,Potomac,"San Martin, Amazonian Highlands",789,2011,70.0,U.S.A.,2.75,,Peru,2
1312,Potomac,Bahia,789,2011,70.0,U.S.A.,3.5,,Brazil,3
1313,Potomac,"Upala, Batch 12",607,2010,82.0,U.S.A.,3.75,Matina,Costa Rica,3
1314,Pralus,Peru,1446,2015,75.0,France,3.25,,Peru,3
1315,Pralus,"Porcelana, S. of Lake Maracaibo",717,2011,75.0,France,3.25,Criollo (Porcelana),Venezuela,3
1316,Pralus,Chuao,486,2010,75.0,France,3.5,Trinitario,Venezuela,3
1317,Pralus,Cuyagua,451,2009,75.0,France,2.0,,Venezuela,5
1318,Pralus,Papouasie,199,2008,75.0,France,3.0,Trinitario,Papua New Guinea,5
1319,Pralus,"Sambirano Valley, Le 100%",202,2008,100.0,France,3.0,Criollo,Madagascar,5
1320,Pralus,Dominican Republic-Organic,280,2008,75.0,France,2.0,,Dominican Republic,5
1321,Pralus,"Monte Alegre, Diego Badero",280,2008,75.0,France,3.5,,Brazil,3
1322,Pralus,Claudio Corallo w/ nibs,162,2007,75.0,France,4.0,Forastero,Sao Tome,5
1323,Pralus,"Monte Alegre (Itacare), Brazil",105,2006,75.0,France,3.0,Forastero,Brazil,5
1324,Pralus,Tanzania,105,2006,75.0,France,3.5,Criollo,Tanzania,3
1325,Pralus,Sao Tome & Principe,5,2006,75.0,France,3.5,Forastero,Sao Tome & Principe,3
1326,Pralus,Trinidad,5,2006,75.0,France,3.5,Trinitario,Trinidad,3
1327,Pralus,"Madagascar, Nosy Be Isle.",5,2006,75.0,France,3.75,Criollo,Madagascar,3
1328,Pralus,"Java, Indonesie",32,2006,75.0,France,3.5,Criollo,Indonesia,3
1329,Pralus,"Barlovento, Venezuela",32,2006,75.0,France,3.5,Trinitario,Venezuela,3
1330,Pralus,Jamaique,32,2006,75.0,France,4.0,Trinitario,Jamaica,5
1331,Pralus,Equateur,40,2006,75.0,France,3.0,Trinitario,Ecuador,5
1332,Pralus,Vanuatu,40,2006,75.0,France,3.0,Trinitario,Vanuatu,5
1333,Pralus,Ghana,40,2006,75.0,France,3.25,Forastero,Ghana,3
1334,Pralus,Colombie,40,2006,75.0,France,3.5,Trinitario,Colombia,3
1335,Pralus,Fortissima,93,2006,80.0,France,4.0,"Criollo, Trinitario",Ecuador,5
1336,Pralus,Cuba,99,2006,75.0,France,3.0,Trinitario,Cuba,5
1337,Pralus,"Caracas, Venezuela and Ghana",99,2006,75.0,France,3.0,"Trinitario, Forastero","Venezuela, Ghana",5
1338,Pralus,"Djakarta, Java and Ghana",99,2006,75.0,France,3.5,"Criollo, Forastero","Indonesia, Ghana",3
1339,Pump Street Bakery,"Chocoan Rainforest, Teroro Escondido, ESM",1872,2016,77.0,U.K.,3.5,,Ecuador,3
1340,Pump Street Bakery,"Crayfish Bay Estate, 2014",1502,2015,70.0,U.K.,3.5,Trinitario,Grenada,3
1341,Pump Street Bakery,"Akesson's, batch 4411",1530,2015,74.0,U.K.,3.5,Criollo,Madagascar,3
1342,Pump Street Bakery,Honduras,1688,2015,80.0,U.K.,2.75,,Honduras,2
1343,Pump Street Bakery,"Patanemo Vil., Carabobo State, Tisano family",1223,2014,75.0,U.K.,2.75,Trinitario,Venezuela,2
1344,Pump Street Bakery,Guantupi River,1223,2014,75.0,U.K.,3.0,Forastero (Nacional),Ecuador,5
1345,Pump Street Bakery,"Akessons Estate, Sambirano, Ambanja",1223,2014,72.0,U.K.,3.25,Trinitario,Madagascar,3
1346,Pump Street Bakery,Guantupi River,1227,2014,85.0,U.K.,2.75,Forastero (Nacional),Ecuador,2
1347,Pura Delizia,Venezuela,931,2012,73.0,Italy,2.75,,Venezuela,2
1348,Q Chocolate,Brazil,1057,2013,75.0,Brazil,3.25,,Brazil,3
1349,Q Chocolate,Brazil,1057,2013,85.0,Brazil,3.5,,Brazil,3
1350,Q Chocolate,Brazil,1069,2013,55.0,Brazil,2.75,,Brazil,2
1351,Q Chocolate,Brazil,1069,2013,80.0,Brazil,3.25,,Brazil,3
1352,Q Chocolate,Brazil,935,2012,60.0,Brazil,3.0,,Brazil,5
1353,Q Chocolate,Brazil,935,2012,65.0,Brazil,3.25,,Brazil,3
1354,Quetzalli (Wolter),"Mexico, Lot 28022016",1796,2016,70.0,Mexico,2.75,Criollo,Mexico,2
1355,Quetzalli (Wolter),"Uranga, Lot 22032016",1800,2016,74.0,Mexico,3.0,Trinitario,Mexico,5
1356,Raaka,Amazon Basin Blend,1788,2016,70.0,U.S.A.,3.0,,"Peru(SMartin,Pangoa,nacional)",5
1357,Raaka,Virunga,1708,2015,75.0,U.S.A.,2.75,Forastero,Congo,2
1358,Raaka,Madagascar,959,2012,75.0,U.S.A.,3.25,Trinitario,Madagascar,3
1359,Raaka,La Red,785,2011,85.0,U.S.A.,3.5,,Dominican Republic,3
1360,Rain Republic,Suchitepequez E.,470,2010,70.0,Guatemala,2.75,,Guatemala,2
1361,Rancho San Jacinto,Ecuador,565,2010,75.0,Eucador,3.0,"Forastero(Arriba, CCN)",Ecuador,5
1362,Ranger,"San Martin, Batch 2",1558,2015,70.0,U.S.A.,2.5,,Peru,2
1363,Ranger,"Chulucanas, Batch 1",1562,2015,80.0,U.S.A.,3.25,,Peru,3
1364,Ranger,"Tumbes, Batch 2",1562,2015,73.0,U.S.A.,3.5,Criollo,Peru,3
1365,Raoul Boulanger,Piura,1872,2016,75.0,France,3.25,Criollo,Peru,3
1366,Raw Cocoa,Raw,867,2012,70.0,Poland,2.5,Criollo, ,2
1367,Republica del Cacao (aka Confecta),Esmeraldas,494,2010,75.0,Ecuador,3.25,,Ecuador,3
1368,Republica del Cacao (aka Confecta),"Los Rios, Vinces",439,2009,75.0,Ecuador,2.5,Forastero (Arriba),Ecuador,2
1369,Republica del Cacao (aka Confecta),Manabi,147,2007,75.0,Ecuador,3.0,Forastero (Arriba),Ecuador,5
1370,Republica del Cacao (aka Confecta),El Oro,147,2007,67.0,Ecuador,3.5,Forastero (Arriba),Ecuador,3
1371,Republica del Cacao (aka Confecta),Los Rios,170,2007,75.0,Ecuador,3.75,Forastero (Arriba),Ecuador,3
